Nome,Diretor,Nota,Gênero
Inside Man,Spike Lee,3.8,"Drama,Policial,Suspense"
Revolver,Guy Ritchie,3.5,"Mistério,Policial,Thriller"
Hachi: A Dog's Tale,Lasse Hallström,4.3,"Drama,Família"
2012,Roland Emmerich,2.6,"Ação,Drama,Ficção Científica ,Thriller"
Escape from Alcatraz,Don Siegel,4.0,"Biografia,Drama,Policial,Suspense"
The Wolf of Wall Street,Martin Scorsese,4.1,"Biografia,Comédia,Drama,Policial"
Marley & Me,David Frankel,3.9,"Comédia,Drama,Família,Romance"
The Patriot,Roland Emmerich,3.7,"Ação,Drama,Guerra"
A Grande Família - O Filme,Maurício Farias,2.6,"Comédia,Nacional"
Paranormal Activity: The Marked Ones,Christopher Landon (II),2.4,"Mistério,Suspense,Terror"
12 Years a Slave,Steve McQueen (III),4.3,"Biografia,Drama,História"
The Last Legion,Doug Lefler,2.9,"Ação,Aventura,Fantasia"
Stardust,Matthew Vaughn,3.6,"Aventura,Família,Fantasia,Romance"
The Family,Luc Besson,3.4,"Ação,Policial,Thriller"
El Laberinto del Fauno,Guillermo del Toro,4.2,"Drama,Fantasia,Guerra"
Butterfly on a Wheel,Mike Barker (I),3.5,"Drama,Policial,Suspense"
The Spectacular Now,James Ponsoldt,3.2,"Comédia,Drama,Romance"
Carandiru,Héctor Babenco,3.7,"Drama,Nacional,Policial"
The Golden Compass,Chris Weitz,3.1,"Aventura,Família,Fantasia"
Quarantine 2: Terminal,John Pogue (I),2.6,"Ficção Científica ,Mistério,Terror"
Quarantine,John Erick Dowdle,2.7,"Mistério,Terror,Thriller"
Rocky,John G. Avildsen,4.1,"Drama,Esporte"
Machete Kills,Robert Rodriguez,3.1,"Ação,Comédia,Policial,Thriller"
Zombieland,Ruben Fleischer,3.7,"Ação,Comédia,Ficção Científica ,Terror"
The Bridge,Eric Steel,4.0,Documentário
Rush,Ron Howard,4.2,"Ação,Biografia,Drama,Esporte"
The Terminal,Steven Spielberg,3.8,"Comédia,Drama"
There Will Be Blood,Paul Thomas Anderson,4.3,Drama
A Clockwork Orange,Stanley Kubrick,4.3,"Drama,Ficção Científica ,Policial"
Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,3.2,"Ação,Aventura"
The Mist,Frank Darabont,3.5,"Ficção Científica ,Terror,Thriller"
Good Will Hunting,Gus Van Sant,4.2,Drama
The Shawshank Redemption,Frank Darabont,4.6,"Drama,Policial"
The Other Half,,1.6,"Comédia,Romance"
The Water Horse,Jay Russell,3.4,"Aventura,Família,Fantasia,Guerra"
God Bless America,Bobcat Goldthwait,4.0,"Ação,Comédia"
Push,Paul McGuigan (I),3.0,"Ação,Ficção Científica ,Super-herói,Thriller"
Bo Bui Gai Wak,Benny Chan (I),3.0,"Ação,Comédia,Drama"
Dodgeball: A True Underdog Story,Rawson Marshall Thurber,2.9,"Comédia,Esporte"
Ghost Rider,Mark Steven Johnson,2.7,"Ação,Fantasia,Super-herói,Terror"
Night at the Museum,Shawn Levy,3.1,"Aventura,Comédia,Família,Fantasia"
Shaun of the Dead,Edgar Wright,3.7,"Comédia,Terror"
Madagascar,Eric Darnell,3.7,"Animação,Aventura,Comédia,Família"
Submarine,Richard Ayoade,4.0,"Comédia,Drama,Romance"
Eternal Sunshine of the Spotless Mind,Michel Gondry,4.3,"Drama,Ficção Científica ,Romance"
Platoon,Oliver Stone,4.0,"Drama,Guerra"
Act Of Valor,Mike McCoy,3.5,"Ação,Aventura,Guerra,Suspense"
Green Street Hooligans,Lexi Alexander,3.8,"Drama,Esporte,Policial"
Up,Pete Docter,4.3,"Animação,Aventura,Comédia,Drama,Família"
One Flew Over the Cuckoo's Nest,Milos Forman,4.4,Drama
The Butler,Lee Daniels,4.0,"Biografia,Drama"
"The Way, Way Back",Jim Rash,3.7,"Comédia,Drama"
The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,4.4,"Aventura,Drama,Fantasia"
Tropa de Elite 2: O Inimigo Agora é Outro,José Padilha,4.1,"Ação,Drama,Nacional,Policial,Suspense"
Never Back Down 2 - The Beatdown,Michael Jai White,3.0,"Ação,Drama,Esporte"
Warrior,Gavin O'Connor (I),4.0,"Ação,Drama,Esporte"
La Cage Dorée,Ruben Alves,3.7,Comédia
Mississippi Burning,Alan Parker,4.2,"Drama,Mistério,Policial,Suspense"
The Big Lebowski,Ethan Coen,3.9,Comédia
Tropa de Elite,José Padilha,4.0,"Ação,Drama,Nacional,Policial,Suspense"
The Guardian,Andrew Davis (I),3.9,"Ação,Aventura,Drama"
The Untouchables,Brian De Palma,4.2,Policial
Prison Break - The Final Break,Brad Turner (I),4.0,"Ação,Drama,Suspense"
Hasta la Vista!,Geoffrey Enthoven,4.1,"Comédia,Drama"
The Perks of Being a Wallflower,Stephen Chbosky,4.2,"Drama,Romance"
Gangs of New York,Martin Scorsese,3.8,"Drama,Policial"
Top Gun,Tony Scott,3.5,"Ação,Drama,Romance"
Nordvest,Michael Noer,3.3,"Drama,Policial,Thriller"
Cine Holliúdy,Halder Gomes,3.5,"Comédia,Nacional"
Oh Boy,Jan Ole Gerster,3.8,Drama
Charlie Countryman,Fredrik Bond,3.6,"Comédia,Drama,Romance,Thriller"
Contagion,Steven Soderbergh,3.2,"Drama,Ficção Científica ,Thriller"
The East,Zal Batmanglij,3.7,"Drama,Policial,Thriller"
Heat,Michael Mann,4.0,"Ação,Drama,Policial,Suspense"
The Incredibles,Brad Bird,3.9,"Ação,Animação,Aventura,Família,Ficção Científica ,Super-herói"
American Beauty,Sam Mendes,4.1,Drama
Prisoners,Denis Villeneuve,4.1,"Drama,Mistério,Policial,Thriller"
Gravity,Alfonso Cuarón,3.9,"Drama,Ficção Científica ,Suspense"
Captain Phillips,Paul Greengrass,4.0,"Ação,Aventura,Biografia,Drama,Thriller"
We're the Millers,Rawson Marshall Thurber,3.6,Comédia
The Broken Circle Breakdown,Felix van Groeningen,4.3,"Drama,Música"
The Proposal,Anne Fletcher,3.5,"Comédia,Drama,Romance"
The Great Raid,John Dahl,3.5,"Ação,Drama,Guerra"
White House Down,Roland Emmerich,3.4,"Ação,Drama,Thriller"
Schindler's List,Steven Spielberg,4.6,"Biografia,Drama,Guerra,História"
Catch Me If You Can,Steven Spielberg,4.2,"Biografia,Drama,Policial"
My Sister's Keeper,Nick Cassavetes,4.2,Drama
Perfume: The Story of a Murderer,Tom Tykwer,4.0,"Drama,Fantasia,Policial"
The Breakfast Club,John Hughes (I),4.2,"Comédia,Drama"
Casino,Martin Scorsese,4.2,"Biografia,Drama,Policial"
Silver Linings Playbook,David O. Russell,3.7,"Comédia,Drama,Romance"
50/50,Jonathan Levine,3.9,"Comédia,Drama"
Shutter Island,Martin Scorsese,4.2,"Drama,Mistério,Thriller"
Jackass Number Two,Jeff Tremaine,3.5,"Comédia,Documentário"
Due Date,Todd Phillips (I),3.3,Comédia
Man of Steel,Zack Snyder,3.6,"Ação,Aventura,Ficção Científica ,Super-herói"
The Kings of Summer,Jordan Vogt-Roberts,3.6,"Aventura,Comédia,Drama"
School for Scoundrels,Todd Phillips (I),2.8,Comédia
World War Z,Marc Forster,3.5,"Ação,Drama,Ficção Científica ,Terror"
The Hangover Part III,Todd Phillips (I),3.3,Comédia
The Conjuring,James Wan,3.8,"Mistério,Terror,Thriller"
American Psycho,Mary Harron (I),3.7,"Drama,Policial,Suspense"
The Warriors,Walter Hill,4.0,"Ação,Policial,Thriller"
The Others,Alejandro Amenábar,4.1,"Drama,Mistério,Suspense,Terror"
Now You See Me,Louis Leterrier,3.8,"Mistério,Policial,Thriller"
Seven,David Fincher,4.3,"Drama,Mistério,Policial,Suspense"
Reservoir Dogs,Quentin Tarantino,4.2,"Drama,Policial"
Pearl Harbor,Michael Bay,3.6,"Ação,Drama,Guerra,Romance"
Jackass 3,Jeff Tremaine,3.5,"Ação,Comédia,Documentário"
The Ring,Gore Verbinski,3.4,"Mistério,Suspense,Terror"
The Avengers,Joss Whedon,4.0,"Ação,Aventura,Fantasia,Ficção Científica ,Super-herói"
Pain & Gain,Michael Bay,3.0,"Ação,Biografia,Comédia,Drama,Policial,Thriller"
The Boy in the Striped Pyjamas,Mark Herman (I),4.2,"Drama,Guerra,História"
Bruce Almighty,Tom Shadyac,3.5,"Comédia,Drama,Fantasia"
American Reunion,Hayden Schlossberg,3.4,"Comédia,Romance"
Jackass 3.5,Jeff Tremaine,3.5,"Comédia,Documentário"
Ferris Bueller's Day Off,John Hughes (I),4.2,Comédia
Titanic,James Cameron,4.0,"Drama,Romance"
Charlie and the Chocolate Factory,Tim Burton,3.7,"Aventura,Comédia,Família,Fantasia,Musical"
The King's Speech,Tom Hooper,4.0,"Biografia,Drama,História"
Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,2.8,"Aventura,Família,Fantasia"
Full Metal Jacket,Stanley Kubrick,4.3,"Drama,Guerra"
Superbad,Greg Mottola,3.6,Comédia
Master and Commander: The Far Side of the World,Peter Weir,3.4,"Ação,Aventura,Drama,Guerra"
Forrest Gump,Robert Zemeckis,4.5,"Drama,Romance"
The Godfather: Part II,Francis Ford Coppola,4.6,"Drama,Policial"
The Grudge,Takashi Shimizu (I),2.8,"Mistério,Suspense,Terror"
Pulp Fiction,Quentin Tarantino,4.4,"Drama,Policial,Suspense"
The Godfather,Francis Ford Coppola,4.7,"Drama,Policial"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,3.8,"Aventura,Família,Fantasia"
The Pursuit of Happyness,Gabriele Muccino,4.2,"Biografia,Drama"
300,Zack Snyder,3.8,"Ação,Drama,Fantasia,Guerra,História"
Jackass: The Movie,Jeff Tremaine,3.3,"Ação,Comédia,Documentário"
The Hangover,Todd Phillips (I),3.7,Comédia
The School of Rock,Richard Linklater,3.7,"Comédia,Música"
Disturbia,D. J. Caruso,3.5,"Drama,Mistério,Thriller"
The Hangover 2,Todd Phillips (I),3.5,"Aventura,Comédia"
Machete,Ethan Maniquis,3.6,"Ação,Comédia,Policial,Thriller"
National Treasure,Jon Turteltaub,3.3,"Ação,Aventura,Mistério"
Invictus,Clint Eastwood,3.8,"Biografia,Drama,Esporte,História"
The Dictator,Larry Charles (I),3.2,Comédia
The Bucket List,Rob Reiner,4.0,"Aventura,Comédia,Drama"
Blood Diamond,Edward Zwick,4.0,"Aventura,Drama,Thriller"
Troy,Wolfgang Petersen,3.6,"Aventura,Drama"
Moneyball,Bennett Miller,3.7,"Biografia,Drama,Esporte"
The Deer Hunter,Michael Cimino (I),4.0,"Drama,Guerra"
Public Enemies,Michael Mann,3.6,"Biografia,Drama,História,Policial"
Serpico,Sidney Lumet,4.1,"Biografia,Drama,Policial"
The Last House on the Left,Dennis Iliadis,3.5,"Policial,Terror,Thriller"
American History X,Tony Kaye (I),4.4,"Drama,Policial"
Dead Man Down,Niels Arden Oplev,3.2,"Ação,Drama,Policial"
Hansel and Gretel: Witch Hunters,Tommy Wirkola,3.2,"Ação,Fantasia,Terror"
Dark Skies,Scott Stewart (XX),3.3,"Ficção Científica ,Terror,Thriller"
Project X,Nima Nourizadeh,3.5,Comédia
Taking Woodstock,Ang Lee,3.7,"Comédia,Drama,História,Música,Romance"
Magnum Force,Ted Post,3.9,"Ação,Drama,Policial,Suspense"
Dirty Harry,Don Siegel,3.9,"Ação,Policial,Thriller"
"Star Wars, Episode I: The Phantom Menace",George Lucas,3.6,"Ação,Aventura,Fantasia"
Django Unchained,Quentin Tarantino,4.4,"Drama,Faroeste"
"Star Wars, Episode II: Attack of the Clones",George Lucas,3.7,"Ação,Aventura,Fantasia,Ficção Científica "
Fight Club,David Fincher,4.5,Drama
The Football Factory,Nick Love (I),3.4,Drama
Captain America: The First Avenger,Joe Johnston (I),3.5,"Ação,Aventura,Ficção Científica ,Guerra,Super-herói"
Star Wars,George Lucas,4.3,"Ação,Aventura,Fantasia,Ficção Científica "
The Amazing Spider-Man,Marc Webb,3.4,"Ação,Aventura,Ficção Científica ,Super-herói"
"Star Wars, Episode VI: Return of the Jedi",Richard Marquand,4.3,"Ação,Aventura,Fantasia,Ficção Científica "
"Star Wars, Episode III: Revenge of the Sith",George Lucas,4.1,"Ação,Aventura,Fantasia,Ficção Científica "
"Star Wars, Episode V: The Empire Strikes Back",Irvin Kershner,4.4,"Ação,Aventura,Fantasia,Ficção Científica "
Empire of Dreams: The Story of the 'Star Wars' Trilogy,Edith Becker,4.3,"Documentário,História"
The Possession,Ole Bornedal,2.8,"Suspense,Terror"
The Call,Brad Anderson (II),3.7,"Drama,Thriller"
Saving Private Ryan,Steven Spielberg,4.2,"Ação,Drama,Guerra"
Scarface,Brian De Palma,4.4,"Drama,Policial"
Snatch,Guy Ritchie,4.2,"Comédia,Policial,Suspense"
Orphan,Jaume Collet-Serra,3.6,"Drama,Mistério,Suspense,Terror"
Side Effects,Steven Soderbergh,3.6,"Drama,Thriller"
Mama,Andy Muschietti,3.0,"Drama,Mistério,Suspense,Terror"
Sinister,Scott Derrickson,3.2,"Mistério,Terror,Thriller"
Oblawa,Marcin Krzysztalowicz,2.5,"Drama,Guerra,Thriller"
Gran Torino,Clint Eastwood,4.2,"Ação,Drama,Thriller"
Sherlock Holmes,Guy Ritchie,3.8,"Ação,Aventura,Mistério,Policial"
3:10 to Yuma,James Mangold,3.9,"Ação,Drama,Faroeste"
Would You Rather,David Guy Levy,3.0,"Terror,Thriller"
Trouble With The Curve,Robert Lorenz,3.5,"Drama,Esporte"
Sherlock Holmes: A Game of Shadows,Guy Ritchie,3.8,"Ação,Aventura,Mistério,Policial"
Lincoln,Steven Spielberg,3.5,"Biografia,Drama,História"
Abraham Lincoln: Vampire Hunter,Timur Bekmambetov,3.0,"Ação,Fantasia,Faroeste,Terror"
